V1,V2,V3
1,-0.953143665,-2.270488291
1,1.640096521,0.885857443
1,1.42690677,0.502088154
1,0.70263873,1.154457382
1,-0.121094333,1.566487692
1,-0.919789761,0.97740401
1,-2.289695473,-2.524417189
1,-1.37924532,-0.740966485
1,0.003596384,0.397244821
1,0.317959677,-0.716297306
1,-0.175781113,-2.137372434
1,-0.712160301,-2.092880578
1,-1.289058576,-3.317582678
1,0.18855722,-2.720662649
1,0.653310684,-2.194417397
1,1.128878772,1.807012783
1,3.132363011,2.753692485
1,3.41294981,1.32337041
1,2.058822332,-0.17306481
1,1.339824259,-0.496185551
1,-0.715245594,-2.887306087
1,-1.504958229,-2.948473123
1,-0.470980364,-2.018946746
1,-1.518127289,-2.754174058
1,-1.819776856,-4.14589277
1,-0.816636829,-2.565265499
1,-2.778118858,-2.686361184
1,-1.107687876,-0.893053313
1,0.239602287,0.353812048
1,1.282484171,1.337796527
1,-0.136889095,-0.793650828
1,-0.467188484,-0.56740386
1,1.142369787,0.582964272
1,0.393110368,1.529797358
1,-0.099233027,0.316022046
1,-1.576744052,-0.234326029
1,-1.8408498,-1.592282807
1,-1.170640267,-1.468799104
1,-0.741102487,-2.990478371
1,-0.769593901,-3.949410441
1,-0.461831194,-2.771768711
1,-1.776630681,-3.485934086
1,-2.413028296,-5.066318861
1,-2.732758539,-4.947936916
1,-2.596655141,-3.366320846
1,-1.895660484,-2.22058527
1,-1.237012131,-0.141556233
1,-0.603180396,-0.343199354
1,-2.473151281,-1.692598527
1,-2.818951083,-1.285934403
1,-2.609496534,-0.449373102
1,-2.297085367,-2.45450392
1,-4.132200526,-3.670385427
1,-2.37913312,-1.349478318
1,-3.577004782,-1.751641601
1,-2.745166711,-2.635715683
1,-2.475321221,-3.447037276
1,-3.032103731,-3.80165178
1,-3.634206857,-5.205682581
1,-1.685191573,-2.329252598
1,-0.957856272,-0.412579275
1,0.761491496,0.092058398
1,-0.134840498,-0.487873172
1,-0.302093024,0.42274372
1,0.403706626,2.442250662
1,0.160828503,0.530273285
1,-0.594927299,1.140443131
1,-0.758139503,0.841311155
1,-0.979992272,1.214974641
1,0.09125823,1.959778336
1,0.646579528,4.31357678
1,-0.151347867,0.430840573
1,-1.130944408,-0.056194486
1,-0.519307199,0.014447516
1,-0.778550912,0.760222051
1,-0.631814895,0.224393238
1,-0.63961706,0.385641461
1,-0.820439123,-1.754284538
1,-0.357649764,-0.453774775
1,1.347440721,1.558965949
1,1.134507036,0.940777199
1,1.025619359,-0.027142255
1,2.510899973,1.688188082
1,1.586667434,-1.060104689
1,1.366568576,-0.864092858
1,2.216441111,2.224499968
1,2.308795029,1.39073436
1,2.004702128,0.865564244
1,1.398498153,0.679244113
1,-1.099478957,-2.117554666
1,-0.78702546,-1.411859939
1,-0.898932964,-2.838898945
1,-2.082290319,-3.231630408
1,-1.945067376,-3.487712503
1,-2.089991778,-2.892024278
1,-1.256083381,-1.515949329
1,0.114918192,1.059206257
1,0.457777839,1.815378942
1,-1.01664942,0.061768381
1,-1.2559435,-0.19722951
1,-1.549144897,-1.050312895
1,-2.330474632,-3.523956489
1,-2.071922926,-2.778315667
1,-1.566821673,-4.222131317
1,-0.65671989,-2.604235487
1,-0.609420017,-2.119672786
1,-0.473970582,-2.318306486
1,-1.159350988,-2.119292656
1,-0.210314007,-0.876275788
1,1.326995448,2.323472754
1,1.147210529,2.325081815
1,0.394394671,1.456141126
1,-1.556302473,-0.669304451
1,-1.607247231,1.035928952
1,-1.441837362,2.521881278
1,-2.717732444,0.29681691
1,-1.594744315,1.039596359
1,-1.339535332,0.832580525
1,-0.361307518,1.551426497
1,0.314437367,1.743271891
1,0.650196524,3.892932722
1,0.858172803,3.363831124
1,-0.044039095,2.942475327
1,1.204976906,2.35155301
1,0.849252219,1.113689557
1,1.449624717,1.874215058
1,1.412216237,1.541420816
1,0.506479212,-0.098984305
1,1.130666044,-1.090112133
1,1.036547697,0.38354798
1,1.359676089,0.924840382
1,2.511782271,2.848686595
1,2.78922525,2.791718167
1,2.356596445,2.779476858
1,1.276038381,0.622149355
1,-0.639810715,-3.102134177
1,-0.777317897,-3.137739121
1,-1.156894598,-2.240459173
1,-2.452162965,-4.299044294
1,-0.823887982,-2.512982744
1,1.197030671,-1.9758255
1,-0.435803712,-2.869422616
1,0.273277403,-2.604747069
1,0.411530326,-3.399373507
1,-0.800613454,-5.091409634
1,0.437346676,-2.754749781
1,-0.145644155,-2.855047413
1,0.728534779,0.384179087
1,-0.310296733,-2.074683718
1,-0.518538097,-2.450846801
1,-2.032486198,-3.20920834
1,-0.258644591,0.513052422
1,-0.637080726,0.312888337
1,1.0631396,2.794388638
1,2.248641224,1.769030724
1,1.850293084,2.911463887
1,1.771900855,3.54437703
1,2.975129132,5.07194707
1,3.152389189,4.43404945
1,1.991698778,3.213994681
1,2.740263032,4.312188208
1,1.972142864,2.660335372
1,1.239056068,1.191444531
1,0.750445002,0.615061758
1,0.797585098,0.616441791
1,2.039495443,1.752981674
1,1.871490004,0.407195033
1,-0.174666579,-2.435151269
1,1.927607901,1.318186653
1,2.666637434,2.611914769
1,1.06062564,0.750626553
1,1.41802887,1.234724145
1,1.727640166,1.576109466
1,0.447702845,1.669201725
1,0.884522344,3.448029513
1,-0.077050813,0.795788175
1,0.654229569,1.273369398
1,-0.130166727,-0.229824327
1,-0.535429148,0.485648394
1,-1.106326681,-0.269111499
1,-1.61080409,-0.40773938
1,-1.60023862,-1.28187938
1,-1.947732874,-0.553962629
1,-2.281098009,-1.874174173
1,-1.608536225,-1.02812255
1,-1.996819882,-0.525966527
1,-0.151020431,-0.865970345
1,1.249612104,0.626991574
1,0.279366699,0.0336651
1,1.552836287,0.849700568
1,1.361709999,2.015323161
1,-0.283252043,-0.234667904
1,-1.19912378,0.305738657
1,-1.968831417,-0.311714905
1,-2.88203455,-2.803771984
1,-2.365455016,-1.507161731
1,-1.260438273,-1.989159726
1,1.527124717,0.799349311
1,0.627699084,-0.503644289
1,1.040871227,0.579583964
1,0.95939798,1.324623447
1,2.430155727,3.188656237
1,2.756773097,1.215850249
1,2.026949662,1.06221522
1,0.368610466,-0.522206556
1,-0.097153649,-2.783159141
1,-0.742485448,-2.629579191
1,-1.5502856,-3.803219022
1,-1.742726551,-4.191529508
1,-0.109409474,-4.440924354
1,-0.057584466,-4.320901762
1,-1.242999447,-4.207039526
1,-1.567649962,-3.598360991
1,-2.409850434,-5.763095706
1,-2.248140452,-5.522561122
1,-1.164443877,-4.848491008
1,-1.229583123,-2.837600894
1,-0.180311894,-2.087420217
1,-0.155073952,-1.496768489
1,0.726325453,0.372641524
1,1.765091813,0.684642182
1,2.796176325,2.159181532
1,1.774096545,0.534933341
1,1.722352132,0.563309505
1,0.677162,0.862213535
1,0.225137163,1.289117275
1,0.124481857,1.219621844
1,1.227665002,2.574068977
1,1.0984093,3.354526388
1,0.702497568,2.342686963
1,0.260192929,1.675159696
1,-0.621092541,-2.653298554
1,0.859927138,-0.038884575
1,0.933097138,-1.483351901
1,1.06407028,-1.040772046
1,1.050623777,0.07331637
1,1.286899526,-0.965005791
1,2.726942861,-0.637219145
1,2.611040603,-0.387933634
1,3.310763008,1.010818573
1,3.106303023,2.073421978
1,1.340433113,0.266082444
1,-0.192467275,-2.111045887
1,-1.040883971,-1.81371318
1,-1.074838464,-1.024426752
1,-0.45395587,1.031903447
1,-0.431947091,0.844604273
1,-0.552942915,-0.125627904
1,0.245453603,0.170086269
1,0.501517096,1.227724844
1,-0.140020519,2.002727692
1,0.497835547,0.414653667
1,-0.844691493,0.737119266
1,1.764446486,1.403397884
1,0.564902393,3.58005382
1,-0.002176337,3.160128961
1,-0.884037919,2.194284905
1,-1.571789999,0.101591588
1,-1.091168668,0.859849639
1,-0.091916926,2.31883987
1,-0.041899881,1.792118397
1,-1.011339234,-0.180925304
1,-0.046166282,0.618301318
1,-0.868686722,1.148535126
1,-1.376204558,1.635471801
1,-1.526888785,-0.04478414
1,-1.323606851,-0.050416076
1,-0.356741012,1.294117258
1,1.23452056,3.116092174
1,0.759588937,0.594513289
1,0.989228768,0.51297072
1,0.228494311,-1.517735637
1,0.799908097,-1.421229606
1,-0.702869642,-2.579826253
1,-0.200433248,-1.488956055
1,-2.844215453,-4.606852056
1,-3.041457373,-5.096582012
1,0.275484232,-0.635296778
1,0.666967243,-1.024691849
1,2.394847996,1.53172299
1,2.476403867,2.177008212
1,1.30656935,0.588890885
1,1.284841358,2.00521928
1,0.530685065,0.782700818
1,1.695043456,1.646503598
1,1.497250913,1.621427643
1,1.926233369,0.707609091
1,2.540074376,3.388191044
1,3.104840223,2.915533903
1,2.280736681,2.141034644
1,1.444956495,1.36908057
1,1.488918426,3.484537278
1,0.803551572,2.567935267
1,1.909072975,3.037813126
1,1.781977194,1.864666876
1,1.981618934,0.717578401
1,2.31228622,-0.538810158
1,1.51143916,-0.26914907
1,-0.280093874,0.026828845
1,0.842647936,0.639092252
1,1.60844423,1.811447486
1,0.454930291,0.286963467
1,-0.672497162,-1.370938469
1,-0.237712819,-0.251012959
1,-0.593693464,0.537225983
1,0.114114013,1.361813259
1,0.342021097,1.595246995
1,1.439535095,1.673525788
1,2.825629927,4.215136974
1,2.38658337,3.918301978
1,0.590028722,1.876001611
1,1.893435709,3.361888688
1,1.92886054,2.794635647
1,1.687650809,1.370075178
1,1.009148561,-0.537804037
1,0.135248273,-0.115598138
1,0.668473919,-1.020505245
1,-1.238561512,-3.180444724
1,-0.578288145,-3.709553037
1,-0.032162727,-1.820562631
1,-1.562200085,-4.212094423
1,-0.458954015,-3.615617237
1,-0.604096548,-3.796642434
1,0.211251643,-3.892667796
1,0.846005895,-3.640341086
1,-0.369743051,-5.794049691
1,-1.075779771,-5.008587753
1,-0.533099595,-3.060193946
1,-1.042712495,-3.076704929
1,-0.682806741,-0.166043806
1,-1.375672527,-2.131135124
1,-1.144505484,-2.766408308
1,-0.472592951,-1.394387757
1,-0.417152459,0.035411644
1,0.667332353,2.319710822
1,0.37544701,3.733251459
1,1.369613944,4.527925778
1,1.052231865,4.481711981
1,-0.617804188,2.461845112
1,0.871059677,1.818162803
1,0.724114241,2.731080665
1,-1.565017791,-0.48984696
1,-0.906757631,-0.42401018
1,-1.942053498,-1.08751233
1,-3.079219898,-3.500434762
1,-2.78166359,-1.779806736
1,-2.206156186,-1.027694928
1,-1.54481614,-0.744765737
1,-0.800334845,1.866644979
1,-1.659097083,0.95399655
1,-1.461605331,0.336762129
1,-0.320476158,1.663282644
1,0.202546799,0.256901183
1,0.445234406,1.532766102
1,-0.349356608,-0.220264995
1,0.035928693,0.941988192
1,1.86817956,3.358610924
1,0.216303604,0.949894263
1,-0.783715833,-0.562967477
1,-0.485713495,-0.844645865
1,0.508210382,0.71637844
1,0.985445298,2.143533783
1,0.467235564,1.836106641
1,1.924479339,2.274646564
1,-0.895650376,-0.437646874
1,-1.083629021,0.216410301
1,-1.484177631,-0.358549208
1,-0.429028324,0.201805269
1,-0.29422692,1.925044646
1,0.353559087,2.491472089
1,-1.365161717,0.667918034
1,-1.775392109,-0.315376148
1,0.317631949,2.663154563
1,0.429151808,2.134602995
1,0.929215011,2.593344462
1,2.221392864,2.591301464
1,2.394392685,3.68481917
1,2.094344875,3.834188982
1,1.300005949,2.947986091
1,-1.362743979,-0.610770435
1,-0.494244097,-1.112517317
1,-0.563915869,-1.261750424
1,-1.757618681,-2.96200428
1,0.095999763,-1.148225628
1,0.430094785,0.787655469
1,2.418375809,2.818290938
1,1.068637324,-0.869760282
1,1.169541773,-2.484287087
1,0.377501235,-3.843865044
1,0.900459235,-2.515007275
1,0.01884688,-3.117376028
1,0.862057045,-0.093627663
1,-0.852188135,-1.836775551
1,1.087097517,1.574271147
1,0.246320778,0.5526136
1,-0.356861233,0.350325069
1,-2.710040435,-2.412913066
1,-2.33602025,-2.67358109
1,-1.695069085,-2.599386564
1,-2.896530658,-4.120328062
1,-3.018073993,-4.329314643
1,-2.579866352,-2.519624143
1,-1.972858458,-3.365030469
1,-2.090966032,-2.689866019
1,-2.256562246,-2.273301545
1,-1.324973346,-3.164095515
1,-1.043631097,-2.19570631
1,-1.163397749,-3.223497235
1,-1.689254558,-3.231276137
1,-2.115756702,-3.398796699
1,-2.242324649,-2.760475179
1,-2.335722126,-2.95882878
1,-0.48898555,-1.130312542
1,0.749851476,1.279870516
1,0.949234122,0.038626054
1,1.515633224,0.398565545
1,-0.057215198,-3.437411389
1,-1.242303838,-3.001767334
1,-2.740228049,-3.566847751
1,-3.777670765,-2.658941877
1,-2.879913523,-0.79732714
1,-4.369216711,-1.942936862
1,-4.520078218,-1.962083061
1,-3.483388837,-2.019062569
1,-2.985820522,-0.683333556
1,-3.506797465,-1.283016252
1,-2.554194104,-3.460154489
1,-0.540289847,-0.338974957
1,-0.763897231,-1.428097407
1,2.234423543,2.043892883
1,2.257488692,2.235771003
1,2.983439029,1.852300793
1,1.528300447,1.513588437
1,0.56976693,0.32269029
1,0.696227862,2.030217932
1,0.574972523,1.243289883
1,0.638548494,-0.050156926
1,0.536597254,-0.276739148
1,-1.1212465,-0.862402009
1,-0.026995932,0.120312695
1,0.641431065,0.70332825
1,2.023772288,0.990352448
1,3.200772147,0.828357113
1,2.268403614,0.791447525
1,2.097253917,-0.297220433
1,2.638673867,0.432138836
1,2.245007532,-0.464437718
1,3.511523256,0.008125222
1,2.897429131,2.100545895
1,1.957487591,2.278354452
1,2.678525577,2.187242838
1,2.167288492,2.009156619
1,2.310839912,-0.18083701
1,0.345379377,0.062630046
1,0.959892838,1.697869718
1,0.076711679,0.667964593
1,0.461391181,1.19302348
1,-0.996149276,0.820783836
1,1.043444019,2.090445277
1,-1.173760894,-0.465410421
1,-1.371713007,-0.906569605
1,-0.917274518,0.330243346
1,-1.425513824,-0.062212531
1,-1.745629194,-0.996797598
1,-1.99050517,0.074863858
1,-1.362973779,-0.269247943
1,-2.936159875,-2.220301304
1,-0.480617881,-0.917929298
1,-1.338894343,-1.31165582
1,-0.572369519,-1.056339703
1,-1.50490687,-0.583169464
1,0.156489796,1.229346234
1,-0.536761361,-1.562242191
1,-1.086036725,-1.746400468
1,-1.858171059,-2.612800826
1,-1.654676432,-1.139776544
1,-1.456354378,-1.66732117
1,-0.134542465,0.037621535
1,-0.879901975,-1.56667638
1,-0.867218974,-0.97270389
1,0.558322714,1.329370491
1,1.913480856,1.436803995
1,0.625919128,-0.152419249
1,-0.083904151,-0.851231832
1,0.833080356,0.278260284
1,0.600653348,-1.672299808
1,0.893463051,-1.489824115
1,1.814566816,1.74050377
1,1.641966384,0.427511387
1,1.268043849,1.17685667
1,1.229518745,1.818462181
1,0.84069195,0.791972712
1,-0.144878476,-0.512690389
1,-0.018899157,1.341542014
1,-0.321716806,-0.30679343
1,0.618054114,1.42630189
1,-0.525369982,-0.696199365
1,-0.765646771,-0.482845312
1,-0.004939964,0.264059042
1,-0.347501397,-2.127826767
1,-1.608884921,-3.897680971
1,-1.670250767,-2.476273732
1,-0.798493208,-0.39745551
1,0.075795822,1.232944143
1,-0.372354033,-0.157994227
1,0.100555903,-1.2355419
1,-1.520661137,-2.498683877
1,0.400062848,-0.281635838
1,1.070369968,0.140812587
1,-0.22474965,-0.934535824
1,1.294025556,1.197358551
1,1.285258315,1.069299705
1,1.439194678,1.625437088
1,2.583465839,1.398731028
1,2.590316215,0.293430757
1,1.695005059,0.477919503
1,2.71879855,1.440023886
1,3.69612879,3.82832746
1,1.159357491,2.337393118
1,0.195447022,1.626127273
1,-0.757622629,-0.281996133
1,0.749958335,0.314960584
1,0.137572498,-0.700659104
1,1.809691281,-0.390183193
1,2.034877904,2.548941722
1,0.498174414,-1.74384101
1,-0.885010655,-1.344399674
1,0.311674964,0.157796954
1,0.14041803,0.446001043
1,1.919365004,3.197273758
1,1.080629053,2.046099818
1,0.155945292,1.380356813
1,-0.373616447,0.001251246
1,-1.623764783,-0.048279129
1,-1.180010956,-0.575130955
1,-0.893823645,-0.459001992
1,-2.556794261,-1.164183817
1,-1.829517825,-1.883040087
1,-1.358985996,-2.640855145
1,-2.372168665,-2.551709086
1,-0.686138123,-1.304779332
1,-0.55355951,-1.420174579
1,-0.623026537,-0.569629448
1,-1.307604635,-2.219063177
1,-1.649225179,-2.249785583
1,-2.119145001,-3.008296311
1,-1.672777495,-2.189449195
1,-0.021348745,0.899499597
1,-0.500645258,1.053424236
1,1.494863911,4.157853312
1,0.507540977,-0.565208845
1,0.248756846,0.843670933
1,1.033548342,1.539373783
1,2.863189346,2.621278631
1,3.355425523,1.774882386
1,1.595423417,0.333766045
1,0.819013068,-0.056884387
1,-0.658715325,0.668294059
1,0.251124136,1.252252482
1,0.651500748,2.121416115
1,0.16661633,1.568111909
1,-0.012458589,1.888547165
1,1.013360245,1.748636411
1,0.419530968,0.285511093
1,-0.593201643,-0.838426189
1,-0.877825519,-0.004070745
1,0.024226678,-0.439811572
1,0.054843879,-0.851835633
1,-1.070243395,-3.455372993
1,0.703430284,-1.819635945
1,-0.023426807,-0.61021595
1,0.078775887,-1.442577548
1,0.70952824,-1.38827589
1,0.037311278,-1.979587707
1,1.208158329,0.049980759
1,1.096807533,0.006824651
1,0.90905861,0.648301577
1,1.081389725,-0.075364762
1,1.08737884,1.481283153
1,2.676377597,2.795120304
1,2.128091841,-0.480952053
1,1.978218594,1.323929177
1,0.812421876,-0.239601506
1,0.508198105,-0.648838164
1,2.380624109,2.274191041
1,1.199910403,0.060794172
1,0.873184765,-1.166770298
1,1.695721477,-1.088093403
1,1.647432067,-2.642405969
1,2.55807784,-2.735767153
1,1.336439564,-3.106160802
1,0.502822766,-3.303306813
1,1.250490635,0.246257288
1,-0.165604317,-2.602859301
1,-1.168762997,-1.626805077
1,-0.364312923,-1.616130513
1,-0.502961649,-2.355702111
1,-0.514542775,-2.357482573
1,-1.04864977,-2.018276781
1,-0.272281073,-2.357196154
1,0.629187268,-2.989379503
1,-0.267036396,-3.388310943
1,-0.05188492,-3.657687054
1,0.401534046,-2.709484825
1,-0.328616333,-1.872120545
1,0.300439417,-0.827112661
1,0.981124002,-1.439685938
1,0.257816428,-2.665031419
1,1.105325201,-0.799183609
1,1.830516619,-0.071253275
1,1.26685175,-1.865666072
1,0.932121755,-2.106625815
1,0.653464152,-2.520572638
1,-0.416586944,-3.181525841
1,-0.391892308,-3.368329176
1,-0.113202677,-1.198199808
1,-2.276848043,-4.221172608
1,-0.641786559,-1.790188999
1,-0.460410155,-1.785310126
1,-1.52270051,-2.413215693
1,0.329734403,-1.359145944
1,0.063958718,-1.484827472
1,0.963905604,0.301936122
1,-1.032689685,-0.149657492
1,-0.217924173,1.159513618
1,-0.811415857,1.773643467
1,-0.960285658,1.973535038
1,-1.427294956,0.898526773
1,-0.67360562,2.19475538
1,-1.766689794,2.666078884
1,-1.932579946,0.736340073
1,-3.331468326,-1.441373414
1,-3.137315862,-1.16800809
1,-2.49102828,-0.116928802
1,-3.571628812,-0.890788381
1,-1.415836777,0.247357416
1,-0.665638821,2.456063159
1,-2.093116649,1.632613072
1,-0.922959115,2.537745317
1,-2.979467081,-0.313898284
1,-1.2654974,0.231035819
1,1.203171909,2.564030646
1,-0.123120473,1.069716695
1,1.213006133,1.294398374
1,0.084323822,0.112980708
1,-0.084755032,0.786156351
1,-0.920249501,-0.254496166
1,-1.348659971,-1.437836055
1,-1.494429256,-3.469435637
1,-1.030131133,-4.021880342
1,-1.892645248,-4.31713831
1,-0.850657761,-0.824519594
1,0.30685984,2.173093709
1,0.332187903,0.721043448
1,-1.46731035,0.180994278
1,-1.808321884,-0.891936542
1,-1.532637763,-0.044906649
1,-0.513292739,0.021898439
1,-0.312673202,-0.060856259
1,-0.803167069,-1.560494607
1,-1.050939801,-1.435684135
1,-0.211560494,-0.230590358
1,-1.816024963,-1.496586632
1,-0.773868744,-1.789061768
1,-0.840806697,-2.83922004
1,-0.367707972,-2.10993858
1,0.233022544,-0.276655825
1,0.237783812,1.045234239
1,-0.600711383,1.383433645
1,-0.299482653,0.26157542
1,-1.204687317,-0.442408696
1,2.141096855,1.903994606
1,2.052302573,0.932260932
1,4.828859706,2.884980294
1,3.890128742,0.298396565
1,2.630928921,-2.06149746
1,0.90089162,-3.92010659
1,0.079149707,-6.174144091
1,-0.643564035,-6.126346182
1,1.194395717,-4.115620818
1,1.266762835,-3.351051001
1,0.48743597,-3.662932565
1,0.27797071,-3.364437348
1,-0.714489836,-4.666096067
1,-0.816153267,-3.314130962
1,0.709811008,-1.540376261
1,1.177644042,-2.234339896
1,0.979462547,-2.263462037
1,0.468936415,-2.075722637
1,0.858521213,-0.31193192
1,1.275240229,1.142319746
1,1.600828432,1.980088412
1,1.395808917,0.753292798
1,1.544195493,0.6834845
1,2.45554739,3.639248645
1,2.617863295,3.541253118
1,0.950659708,3.141801439
1,0.847387024,2.515571668
1,2.30231924,2.262260168
1,3.338140181,3.003919915
1,2.474112963,2.802302828
1,3.804345232,3.131498241
1,2.711043132,3.099520114
1,1.87241947,-0.100051994
1,2.27658315,1.36306708
1,0.919235908,0.663544967
1,0.018889528,1.790635692
1,-0.267187157,1.739141921
1,-1.080150203,1.993426564
1,0.491828897,3.200161843
1,-0.315830051,2.442966015
1,0.707100188,2.058248557
1,3.376904803,6.20655391
1,3.407008416,5.640747066
1,2.113431515,3.831386981
1,3.024029982,4.721460966
1,1.887494553,4.638230767
1,0.640925541,2.982674717
1,1.26483454,3.394836797
1,0.250050107,2.093510189
1,1.641861614,3.747186212
1,2.253923472,4.027748179
1,2.617777657,3.580076447
1,1.405252695,3.814352133
1,1.885053961,4.499341567
1,0.421848521,3.977796113
1,-0.123119657,1.88990962
1,0.603960446,2.896374579
1,-0.223597226,2.190174511
1,0.379899773,2.341517048
1,-0.031044276,3.386842528
1,-0.872745756,1.588064123
1,-1.397921301,0.074884727
1,-1.70932959,0.723742513
1,-3.136820394,-0.59613106
1,-3.60719198,0.152105318
1,-3.901875687,0.283964484
1,-2.536187838,1.220228567
1,-3.298297246,-0.814968918
1,-2.368834174,-0.990592038
1,-3.427885018,-2.243291891
1,-2.477240023,0.332560669
1,-2.377301861,-0.901197115
1,-1.975009449,-0.957013675
1,-1.671463203,-0.528077764
1,-2.431482123,0.10322021
1,-1.957330283,-0.8443102
1,0.400424906,1.601866671
1,0.117700362,2.375732014
1,0.419415233,2.046397258
1,0.601737764,1.275378904
1,0.694539788,1.001386489
1,0.202399144,-0.090382749
1,-0.161087794,-0.093635209
1,0.898047152,0.666227269
1,1.467417163,2.406117573
1,0.278770637,0.127244199
1,-0.072581206,2.585189309
1,1.452087917,4.352825788
1,0.414291538,4.621355291
1,-0.871651367,1.798519137
1,0.800230612,1.916224561
1,0.690026107,-0.222651449
1,0.131354464,-1.538083306
1,0.701599054,-0.911241083
1,-0.338677137,0.964764389
1,-0.463188554,2.690722252
1,-0.749215201,0.733798171
1,-0.281249493,0.490214413
1,-0.159443523,0.206756675
1,-0.434610753,0.548145322
1,0.223447982,-0.539897093
1,1.593286895,2.066510854
1,-0.666373521,-1.246789941
1,-0.744866152,-0.705390352
1,-1.246993378,-0.245898002
1,-0.673969175,0.33795078
1,-1.210953937,-0.870765879
1,0.133767785,1.721138751
1,0.555672898,2.48989029
1,0.928233639,0.289597925
1,0.925436875,2.205007013
1,0.357434221,1.596802289
1,0.088545099,-0.146632861
1,-0.81618069,-1.733032714
1,2.068446567,2.651893441
1,1.672644446,-0.093266818
1,1.795257161,1.545730802
1,1.181880169,0.065412749
1,1.93339278,1.181374742
1,3.252807733,4.982496253
1,3.20688919,7.030108898
1,2.225115556,5.789720513
1,2.21716528,5.911470176
1,2.777717853,6.044127852
1,3.966375061,7.752122891
1,4.443043445,6.989979823
1,1.174873176,5.485188097
1,0.093312687,5.137706503
1,0.339948073,5.145639008
1,1.125704889,3.295050176
1,0.729606898,2.498473674
1,1.325690717,0.758340883
1,1.226920972,0.936758502
1,1.967928318,1.129726595
1,2.637090232,0.987027351
